name,online_order,book_table,rate,votes,phone,location,rest_type,dish_liked,cuisines,approx_cost(for two people),listed_in(type),listed_in(city)
Eden Park,Yes,Yes,4.1/5,612,"+91 9900179918
+91 9686477622",Cunningham Road,Casual Dining,"Pasta, Bamboo Biryani, Noodles, Chicken Guntur, Andhra Meal, Andhra Style Biryani, Babycorn Manchurian","Andhra, Biryani, Chinese, North Indian, Seafood, South Indian","1,100",Delivery,Brigade Road
Kanti Sweets,Yes,No,3.9/5,100,"080 22960603
080 41127968",Brigade Road,"Sweet Shop, Quick Bites","Chaat, Sandwiches, Rasmalai","Mithai, Street Food",400,Delivery,Brigade Road
Rahhams,Yes,No,3.9/5,847,"080 25486696
080 25484590",Frazer Town,Casual Dining,"Mutton Biryani, Shawarma, Bheja Fry, Pahari Chicken, Mutton Chops, Butter Chicken, Butter Naan","Mughlai, North Indian, Chinese",700,Delivery,Brigade Road
Marzipan Cafe & Bakery,Yes,No,4.2/5,432,"+91 9844422724
+91 9902069665",Ulsoor,"Cafe, Bakery","Coffee, Cheesecake, Chicken Baguette, Pasta, Mudcake, Wedges, Hot Chocolate","Cafe, Mediterranean, Bakery, Greek, Beverages",700,Delivery,Brigade Road
Bozo's Yum Yums,Yes,No,4.0/5,90,+91 9632547335,Frazer Town,"Takeaway, Delivery","Burgers, Beef Burger, Sandwiches, Fries, Bacon Burger","Fast Food, Burger, American",650,Delivery,Brigade Road
Skoolroom,Yes,No,4.3/5,570,+91 9743538476,Ulsoor,Cafe,"Chocolate Overload, Burgers, Pasta, Peri Peri Chicken Pizza, Peri Peri Chicken Burger, Momos, Freak Shake","Cafe, Continental, Italian, Burger, Beverages",700,Delivery,Brigade Road
Pind Balluchi,Yes,Yes,4.0/5,1021,"080 41153761
+91 8904133378",Brigade Road,Casual Dining,"Palak Paneer, Mango Lassi, Panner Tikka, Veg Platter, Dal Makhani, Chicken Rara, Malai Tikka","North Indian, Mughlai",700,Delivery,Brigade Road
Cream Chemistry,Yes,No,3.9/5,148,+91 9916025496,Frazer Town,Dessert Parlor,"Rolls, Ice Cream Roll","Ice Cream, Desserts",500,Delivery,Brigade Road
The Brekkie Shop,Yes,No,3.5/5,64,+91 8880621621,MG Road,Takeaway,"Pasta, Fruit Parfait","Healthy Food, Sandwich",300,Delivery,Brigade Road
WAFL CafÃÂÃÂÃÂÃÂÃÂÃÂÃÂÃÂ©,Yes,No,4.0/5,85,+91 9740780105,Residency Road,"Dessert Parlor, Quick Bites","Waffles, Pie, Corn Dog","Cafe, Fast Food, Desserts, Beverages",400,Delivery,Brigade Road
Hotel Ramprasad,Yes,No,4.2/5,93,+91 9886723465,Brigade Road,Quick Bites,"Filter Coffee, Kesari Bath, Curd Rice, Idli Vada, Crispy Masala Dosa, Masala Tea, Thick Coconut Chutney","South Indian, Chinese",300,Delivery,Brigade Road
Anna Kuteera,Yes,No,3.8/5,62,+91 8095011126,St. Marks Road,Casual Dining,"Panner Tikka, Coffee, Vada, Idli","South Indian, North Indian, Chinese",400,Delivery,Brigade Road
Lassi Shop,Yes,No,3.8/5,83,+91 9739559814,Indiranagar,"Dessert Parlor, Beverage Shop","Lassi, Faluda","Beverages, Juices, Ice Cream",100,Delivery,Brigade Road
Kitchen of Joy,Yes,No,4.1/5,569,+91 9900962765,Indiranagar,Quick Bites,"Rolls, Egg Roll, Chai, Ginger Tea, Biryani, Rasgulla, Luchi","Fast Food, Bengali, Rolls",400,Delivery,Brigade Road
Desi Vdesi,Yes,No,3.9/5,113,"+91 8867762986
+91 9880733916",Shanti Nagar,Quick Bites,"Rolls, Burgers, Sandwiches, Nachos, Sweet Lassi, Fries, Methi Paratha","Fast Food, North Indian, Rolls",250,Delivery,Brigade Road
Haji Ali Juice Centre,Yes,No,4.0/5,78,"+91 8041531414
+91 7996911585",Commercial Street,"Quick Bites, Beverage Shop","Sandwiches, Rose Faluda, Pizza, Custard Apple Cream, Pav Bhaji","Fast Food, Pizza, Rolls, Beverages, Juices",350,Delivery,Brigade Road
Domino's Pizza,Yes,No,3.9/5,117,"080 25329010
18602100000",MG Road,Quick Bites,"Pizza, Garlic Bread","Pizza, Fast Food",800,Delivery,Brigade Road
Mama Mia!,Yes,No,4.3/5,422,"+91 7892084813
+91 9886091914",Indiranagar,"Dessert Parlor, Cafe","Gelato, Strawberry Sundae, Hot Chocolate, Brownie, Wedges, Peri Peri Fries, Thick Shakes","Desserts, Cafe",400,Delivery,Brigade Road
Shaadi Ki Biryani,Yes,No,2.8/5,296,080 65650707,Commercial Street,Casual Dining,"Mutton Biryani, Brinjal Curry, Chicken Biryani, Kheer, Hyderabadi Biryani, Raita, Kebab Platter",Biryani,600,Delivery,Brigade Road
Shiro,Yes,Yes,4.4/5,2229,"+91 8041738864
+91 8041738861",Lavelle Road,"Fine Dining, Lounge","Sushi, Dumplings, Sea Food, Chocolate Volcano, Lamb, Sunday Brunch, Chicken Yakitori","Japanese, Asian","3,000",Delivery,Brigade Road
Thai House,Yes,No,4.2/5,127,"080 48544470
+91 9900153850",Brigade Road,Casual Dining,"Tom Yum Soup, Fish, Salad",Thai,700,Delivery,Brigade Road
InnerChef,Yes,No,3.7/5,270,"080 49595676
+91 9986507832",Indiranagar,Delivery,"Salads, Pasta, Dal Makhani, Paratha, Chole, Red Velvet Cake, Butter Chicken","North Indian, Continental",500,Delivery,Brigade Road
Steaming Mugs,Yes,No,3.9/5,241,"+91 9341234538
+91 9886414790",Basavanagudi,Cafe,"Fries, Oreo Shake, Pasta Arrabiata",Cafe,700,Delivery,Brigade Road
Church Street Social,Yes,No,4.3/5,7544,"+91 9152017971
+91 8041713016",Church Street,Lounge,"Paneer Biryani, Cocktails, Mocktails, Nachos, Taco Soup, Pork Ribs, Hot Dog","American, North Indian, Chinese, Finger Food, Momos","1,500",Delivery,Brigade Road
Mad Over Donuts,Yes,No,3.9/5,148,"+91 8033166397
+91 8067266398",Brigade Road,Food Court,Donut,"Bakery, Desserts, Beverages",450,Delivery,Brigade Road
Sheesh Kebab,Yes,No,4.1/5,68,080 25802222,Frazer Town,Casual Dining,"Naan, Mutton Kebab, Memon Mutton Biryani, Mutton Keema",North Indian,700,Delivery,Brigade Road
Just Shawarma,Yes,No,3.8/5,110,+91 7676764422,Ulsoor,Quick Bites,"Rolls, Whole Meat Shawarma",Arabian,300,Delivery,Brigade Road
The Belgian Waffle Co.,Yes,No,4.0/5,71,080 43755127,Indiranagar,Dessert Parlor,"Waffles, Pancakes",Desserts,400,Delivery,Brigade Road
Bangalore Masala House,Yes,No,4.2/5,255,"+91 9880118608
080 48666224",Vasanth Nagar,Cafe,"Peri Peri Chicken, Shikanji, Peri Peri Pizza, Burgers, Steak, Bun Maskas, Pasta","Cafe, Continental, Fast Food",500,Delivery,Brigade Road
Sweet Truth,Yes,No,4.2/5,50,+91 7710055553,Koramangala 8th Block,Delivery,"Cheesecake, Chocolate Fantasy, Chocolate Cake, Chocolate Decadence, Brownie, Red Velvet, Chocolava Cake","Bakery, Desserts",500,Delivery,Brigade Road
Green Theory,Yes,Yes,4.2/5,2840,"+91 8861435956
080 41663836",Residency Road,"Casual Dining, Cafe","Potato Skins, Pizza, Mushroom Soup, Pasta, Banana Smoothie, Almond Soup, Kiwi Lemonade","Italian, Salad, Healthy Food, Cafe, Asian, Desserts, Pizza",800,Delivery,Brigade Road
Srinidhi Sagar Food Line,Yes,No,3.7/5,129,080 25250408,Indiranagar,Quick Bites,"Vada, Masala Dosa, Filter Coffee","South Indian, North Indian, Chinese",40,Delivery,Brigade Road
Pabrai's Fresh & Naturelle Icecreams,Yes,No,4.2/5,131,+91 9535006187,Brigade Road,Dessert Parlor,"Apple Pie, Mascarpone Cheese, Nolen Gurer Ice Cream, Paan Ice Cream, Nolen Gur, Gur Ice Cream, Salted Caramel","Ice Cream, Desserts",180,Delivery,Brigade Road
Ibaco,Yes,No,4.0/5,289,+91 9686388388,Indiranagar,Dessert Parlor,"Icecream Cake, Almond Crunch, Cream Cake, Belgian Chocoholic",Desserts,300,Delivery,Brigade Road
Sreeraj Lassi Bar,Yes,No,3.9/5,61,+91 7022356498,Shanti Nagar,Beverage Shop,"Fruit Lassi, Sweet Lassi, Kulfi, Banana Split","Beverages, Desserts",150,Delivery,Brigade Road
The Egg Factory,Yes,No,4.2/5,1764,080 42110041,St. Marks Road,Casual Dining,"Omelette, French Toast, Bun Masala, Pasta, Egg Pav Bhaji, Fajitas, Paneer Wrap","Continental, American",750,Delivery,Brigade Road
Firewood Biryani,Yes,No,3.9/5,454,"080 41253811
+91 7022114555",Residency Road,Quick Bites,"Hariyali Chicken, Rice Kheer, Chicken Kebab, Chicken Biryani, Firewood Biryani, Mutton Biryani, Badam Phirni","Biryani, Kebab, Rolls",400,Delivery,Brigade Road
Sweet Chariot,Yes,No,3.8/5,111,"080 41148215
080 41148216",Cunningham Road,Dessert Parlor,"Chicken Lasagne, Chocolate Cake, Mushroom Quiche, Sandwiches, Pizza, Steak","Bakery, Fast Food",500,Delivery,Brigade Road
Venus Biryani,Yes,No,3.0/5,144,"+91 9060123292
+91 9880349295",Domlur,Quick Bites,Dum Biryani,"Biryani, Chinese",200,Delivery,Brigade Road
Dolci Desserts,Yes,No,4.3/5,652,080 40977132,Cunningham Road,"Cafe, Dessert Parlor","Cappuccino, Eclair, Pizza, Coffee, Blueberry Cheesecake, Oreo Cheesecake, Tiramisu","Cafe, Desserts",750,Delivery,Brigade Road
Kartik's Mithai Shoppe,Yes,No,4.1/5,110,080 41264166,Indiranagar,"Quick Bites, Sweet Shop","Chaat, Panipuri, Chole Bhature, Rasmalai, Chhole Bhature, Sev Puri, Samosa","Mithai, Street Food",150,Delivery,Brigade Road
Desi Deck,Yes,Yes,3.9/5,96,+91 9962403374,Brigade Road,"Casual Dining, Bar","Balti Gosht, Cocktails, Dal Makhani","Mughlai, North Indian, Desserts","1,300",Delivery,Brigade Road
Hoppipola,Yes,No,4.3/5,1703,+91 9620216162,Church Street,Lounge,"Masala Peanuts, Cocktails, Paratha, Pizza, Pasta, Burgers, Brownie","Continental, Mediterranean, European","1,300",Delivery,Brigade Road
Chichaba's Taj,Yes,No,3.9/5,442,"080 41618888
+91 9740122667",Frazer Town,Casual Dining,"Mutton Biryani, Paya Soup, Bheja Masala, Phirni, Brain Fry, Chicken Kebab, Chicken Grill","Biryani, North Indian, Mughlai",600,Delivery,Brigade Road
99 Pancakes,Yes,No,4.1/5,41,+91 7483655827,Church Street,Dessert Parlor,Nutella Pancakes,"Desserts, Ice Cream",150,Delivery,Brigade Road
Beijing Bites,Yes,No,3.8/5,262,"080 41246933
080 40915505",Richmond Road,Casual Dining,"Manchurian, Noodles, Basil Chicken, Chop Suey, Triple Schezwan, Dragon Chicken, Schezwan Rice","Chinese, Thai",850,Delivery,Brigade Road
Kabab Korner,Yes,No,3.9/5,205,"080 22215476
080 22215576",St. Marks Road,Casual Dining,"Rolls, Biryani, Chilli Chicken, Seekh Kebab, Rumali Roti, Burgers, Butter Naan","North Indian, Chinese, Fast Food",500,Delivery,Brigade Road
Foodhall,Yes,No,4.0/5,113,"+91 9632805046
+91 8880879265",MG Road,Casual Dining,"Pasta, Salads, Sandwich, Coffee, Tea, Sandwiches","Italian, Bakery, Fast Food","1,000",Delivery,Brigade Road
Ciclo Cafe,Yes,No,4.3/5,1283,"00 08048664512
+91 7829278585",Indiranagar,"Cafe, Casual Dining","Pizza, Cheesy Fries, Tiramisu, Ravioli Pasta, Salads, Cocktails, Burgers","Cafe, Italian, American","1,000",Delivery,Brigade Road
Wolf'ish,Yes,No,4.1/5,459,"+91 9113097489
+91 8041219222",Church Street,Cafe,"Burgers, Fries, Mojito, Bbq Chicken Pizza, Pasta, Potato Wedges, Peri Peri Chicken","Cafe, American, Italian, Pizza, Burger",700,Delivery,Brigade Road
Alibaba Cafe and Restaurant,Yes,No,3.9/5,450,"080 40917163
+91 9880896634",Frazer Town,Casual Dining,"Biryani, Irani Chai, Tea, Lemonade, Mezze Platter, Shawarma, Plain Rice","Arabian, Middle Eastern",700,Delivery,Brigade Road
Infinitea Tea Room & Tea Store,Yes,Yes,4.3/5,858,"080 41148428
080 41148810",Cunningham Road,"Casual Dining, Cafe","Tea, Momos, Tiramisu, Sandwiches, Pesto Pasta, Sandwich, Chips","Continental, Cafe, Desserts, Salad, Momos","1,000",Delivery,Brigade Road
Amande Patisserie,Yes,No,4.2/5,231,080 40981668,Lavelle Road,"Bakery, Dessert Parlor","Macaroon, Fruit Tart, Opera Cake, Belgian Dark Chocolate, Orange Tart, Eclair, Chocolate Mousse","Bakery, French, Desserts",300,Delivery,Brigade Road
Qissa Khawani,Yes,No,4.4/5,319,+91 9886414122,Church Street,Casual Dining,"Lassi, Paratha, Chicken Tikka, Mutton Pulao, Dal Makhani, Garlic Naan, Kheer","North Indian, Mughlai",800,Delivery,Brigade Road
Ayda Persian Kitchen,Yes,No,3.9/5,224,"080 41478209
080 25586522",Church Street,Casual Dining,"Roti, Naan, Butter Chicken, Biryani, Saffron Rice, Mutton Kebab, Lassi","North Indian, Iranian",950,Delivery,Brigade Road
Tewari Bros Mithai Shoppie,Yes,No,3.8/5,59,"+91 9341252685
080 25542685",Commercial Street,Sweet Shop,"Dhokla, Raj Kachori, Rabri","Fast Food, Mithai",300,Delivery,Brigade Road
Cafe Coffee Day,Yes,No,3.3/5,65,+91 9071380559,Brigade Road,Cafe,Cappuccino,"Cafe, Fast Food",900,Delivery,Brigade Road
Vinny's,Yes,No,3.9/5,206,+91 8951237163,Brigade Road,Casual Dining,"Pizza, Pasta, Mozzarella Sticks, Mocktails, Tiramisu, Fries, Salad","Pizza, Italian, Continental, Desserts",800,Delivery,Brigade Road
Sagar Delicacy,Yes,No,3.9/5,87,080 41471383,Ulsoor,Casual Dining,"Handi Biryani, Sandwich","North Indian, Chinese, Fast Food, Street Food",500,Delivery,Brigade Road
Carnival de Goa,Yes,Yes,4.2/5,980,"+91 7676767620
+91 9342412040",Ulsoor,"Casual Dining, Bar","Sea Food, Spicy Crab Soup, Cocktails, Squid Fry, Prawn Curry, Lobster, Fish Curry","Goan, Mangalorean, Pizza","1,000",Delivery,Brigade Road
McDonald's,Yes,No,3.7/5,184,"+91 9620206951
080 66000666",Brigade Road,Quick Bites,"Burgers, Mc Spicy Chicken, Chicken Burger, Maharaja Mac","Burger, Fast Food",500,Delivery,Brigade Road
Northern Route,Yes,No,4.1/5,159,+91 9663708213,St. Marks Road,Quick Bites,"Paratha, Paneer Pakora, Chole Bhature, Rajma Chawal, Chaach, Lassi, Buttermilk","North Indian, Street Food",300,Delivery,Brigade Road
The Open Box,Yes,Yes,4.2/5,2270,"+91 9008993666
+91 7022211100",St. Marks Road,"Casual Dining, Bar","Mocktails, Cocktails, Pizza, Butter Chicken Burger, Paan Ice Cream, Sangria, Margarita","European, North Indian, Mediterranean, Asian, Salad","1,400",Delivery,Brigade Road
Double Decker,No,Yes,4.3/5,2651,"+91 9880322441
+91 8861588823",Brigade Road,"Bar, Casual Dining","Bbq Pizza, Pasta, Sangria, Cocktails, Mocktails, Virgin Mojito, Potato Wedges","Continental, North Indian","1,300",Delivery,Brigade Road
Toscano,Yes,Yes,4.4/5,1840,"080 41738800
+91 7619320071",Lavelle Road,Casual Dining,"Pizza, Pepperoni, Wine, Salads, Tiramisu, Chicken Bruschetta, Sangria","Italian, Salad","1,500",Delivery,Brigade Road
Foreign CafÃÂÃÂÃÂÃÂÃÂÃÂÃÂÃÂ©,Yes,No,3.1/5,54,"080 49595676
+91 9986507832",Indiranagar,Delivery,"Burgers, Pasta, Sandwiches",Continental,500,Delivery,Brigade Road
Dakshin Biryani & Tiffin,Yes,No,3.4/5,334,"+91 9844037347
+91 9844747347",Indiranagar,Casual Dining,"Biryani, Multi Grain Dosa, Kheer, Egg Bhurji, Sooji Halwa, Tamarind Chicken, Coffee","Andhra, South Indian, North Indian",550,Delivery,Brigade Road
Pizza Stop,Yes,No,3.5/5,73,+91 8046640404,Lavelle Road,Kiosk,"Pizza, Pasta, Garlic Bread, Nachos","Pizza, Italian",600,Delivery,Brigade Road
Mudpipe Cafe,Yes,No,4.2/5,739,+91 9886140111,Cunningham Road,Cafe,"Sandwiches, Lemonade, Nachos, Mozzarella Sticks, Fries, Pasta, Pizza","Cafe, Continental, Italian, Burger",750,Delivery,Brigade Road
Chocolate D'Luxe,Yes,No,4.1/5,183,"080 41214925
+91 7795572079",Lavelle Road,Dessert Parlor,"Coffee, Sandwiches, Hot Chocolate, Tiramisu, Latte, Cup Cake, Brownie",Desserts,550,Delivery,Brigade Road
NoLimmits Lounge and Club,Yes,Yes,4.0/5,2103,080 49653274,Brigade Road,Club,"Salads, Chicken Bbq Wings, Sandwiches, Pasta, Biryani, Pizza, Popcorn","Chinese, Continental, North Indian, Burger, Pizza","2,000",Delivery,Brigade Road
Mangalore pearl - Seafood Restaurant,Yes,No,4.3/5,94,"+91 8043708770
+91 7338115492",Ulsoor,Casual Dining,"Sea Food, Murgh Ghee Roast, Fish Fry, Neer Dosa, Bread Pudding, Caramel Custard, Crab Soup","Mangalorean, Seafood",550,Delivery,Brigade Road
20 Feet High,Yes,Yes,4.0/5,932,080 49653093,Church Street,"Casual Dining, Bar","Burgers, Mocktails, Pasta, Cocktails, Beef Steak, Lunch Buffet, Chicken Steak","American, Continental, Steak, Salad","1,000",Delivery,Brigade Road
Bean Flickers,Yes,No,4.3/5,392,"080 41209097
+91 9886367831",Indiranagar,Cafe,"Burgers, Coffee, Mutton Burger, Sandwiches, Hot Chocolate, Fries, Sandwich","Cafe, American, Fast Food, Coffee, Continental",700,Delivery,Brigade Road
7 Plates,Yes,No,3.9/5,169,"+91 9986772227
+91 9986771117",Frazer Town,Quick Bites,"Rolls, Biryani, Butter Chicken, Chicken Manchurian Roll","North Indian, Mughlai, Rolls, Fast Food",600,Delivery,Brigade Road
Munchies,Yes,No,3.9/5,64,080 41126336,Brigade Road,"Quick Bites, Bakery","Burgers, Sandwiches, Momos, Chicken Seekh Roll, Sandwich","Fast Food, Bakery",250,Delivery,Brigade Road
Rasovara,Yes,Yes,4.3/5,763,"080 41738968
+91 9886060965",Lavelle Road,Casual Dining,"Thali, Aamras, Malpua, Lassi, Plain Rice, Buttermilk, Chaat","Rajasthani, North Indian","1,400",Delivery,Brigade Road
Kobe Sizzlers,Yes,No,4.1/5,1117,"+91 8050001658
+91 9663856683",Brigade Road,Casual Dining,"Potato Mash, Sizzler Brownie, Steak, Pasta, Caramel Custard, Spicy Chicken Sizzler, Spaghetti","American, Continental, Fast Food, Steak","1,500",Delivery,Brigade Road
Cafe Idly,Yes,No,3.7/5,81,"+91 9741999800
+91 9845938663",Frazer Town,Quick Bites,"Coffee, Idli, Masala Dosa, Burgers","South Indian, Fast Food",200,Delivery,Brigade Road
CafÃÂÃÂÃÂÃÂÃÂÃÂÃÂÃÂ© Mor'ish,Yes,No,4.1/5,114,"080 43021963
+91 7021430262",Richmond Road,Cafe,"Coffee, Pizza, Pasta, Burgers, Eggs Benedict, Brownie Fudge, Salad","BBQ, Continental, Burger, Wraps, Pizza, Cafe",700,Delivery,Brigade Road
Airlines Hotel,Yes,No,4.0/5,867,"+91 8022273783
+91 8022273786",Lavelle Road,Quick Bites,"Chole, Tea, Filter Coffee, Vada, Upma, Butter Masala Dosa, Idli","South Indian, North Indian, Street Food",400,Delivery,Brigade Road
Pai Vihar,Yes,No,2.8/5,54,+91 8041235143,Vasanth Nagar,Quick Bites,"Masala Dosa, Coffee","South Indian, Street Food, Chinese, Fast Food",400,Delivery,Brigade Road
Crunch Pizzas,Yes,No,2.9/5,330,"+91 9663305078
+91 8310664961",Domlur,Delivery,"Thin Crust Pizza, Pepperoni, Pie","Italian, Pizza",600,Delivery,Brigade Road
Eat At Nite,Yes,No,3.2/5,56,080 49652523,Frazer Town,"Takeaway, Delivery","Fried Rice, Biryani","North Indian, Chinese, Rolls",400,Delivery,Brigade Road
Sri Udupi Park,Yes,No,3.8/5,106,+91 9663839808,Residency Road,Quick Bites,"Vada, Idli, Kharabath, Noodles, Filter Coffee","South Indian, Chinese",200,Delivery,Brigade Road
Chantilly,Yes,No,4.1/5,115,"+91 9845377075
+91 9945600013",Indiranagar,"Cafe, Bakery","Cheesecake, Sandwiches, Tiramisu, Coffee, Hot Chocolate, Red Velvet Cake, Brownie","Cafe, Bakery",450,Delivery,Brigade Road
3 Spice,Yes,No,3.9/5,157,"080 41554141
080 22220001",Wilson Garden,Casual Dining,"Manchow Soup, Shawarma, Momos, Hyderabadi Biryani, Vegetarian, Noodles, Dragon Chicken","North Indian, Chinese",450,Delivery,Brigade Road
Cafe Terra,Yes,No,4.2/5,391,080 41631800,Indiranagar,Cafe,"English Breakfast, Waffles, Chicken Lasagne, Pasta, Watermelon Juice, Momos, Thukpa","Cafe, Continental, Fast Food",500,Delivery,Brigade Road
Charminar Kabab Paradise,Yes,No,4.0/5,104,080 25484607,Frazer Town,Casual Dining,"Rolls, Biryani, Chicken Roll, Chicken Kebab, Mutton Seekh Roll, Keema Roti","North Indian, Chinese, Mughlai, Kebab",500,Delivery,Brigade Road
Cream Stone,Yes,No,4.0/5,78,"+91 9916854737
+91 9945172585",Frazer Town,Dessert Parlor,"Nutella Brownie, Ferrero Rocher","Desserts, Beverages",500,Delivery,Brigade Road
EatWater,Yes,No,4.2/5,121,080 43711645,Lavelle Road,"Casual Dining, Bar","Saffron Pilaf, Banana Chips, Cheesecake, Tender Coconut Ice Cream, Paratha, Begun Pora, Mocha Chingri",North Eastern,"1,000",Delivery,Brigade Road
The Coffee Bean & Tea Leaf,Yes,No,3.8/5,260,+91 8022086888,MG Road,Cafe,"Coffee, Sandwiches, Blueberry Muffin, Pancakes, Espresso, Cappuccino, Cheesecake",Cafe,700,Delivery,Brigade Road
Step Right Up,Yes,No,4.1/5,152,+91 9513173681,Vasanth Nagar,Cafe,"Burgers, Peri Peri Fries, Exotic Pizza, Sandwiches, Veggie Pizza, White Sauce Pasta, French Fries","Cafe, Italian",300,Delivery,Brigade Road
Zaks Mediterranean Cuisine,Yes,No,3.9/5,256,"080 64503786
080 64504786",Frazer Town,Casual Dining,"Biryani, Shawarma, Kunafa, Pita Bread, Fattoush Salad","Mediterranean, Arabian, Lebanese, Rolls",700,Delivery,Brigade Road
The Chariot,Yes,No,2.9/5,50,"+91 9900227802
080 25597419",Brigade Road,Quick Bites,"Masala Dosa, Panneer Butter Masala, Thali","South Indian, North Indian, Chinese",350,Delivery,Brigade Road
The J,Yes,No,4.0/5,134,+91 7760879492,Church Street,Quick Bites,"Fried Cheese, French Fries, Maggi, Thick Shakes, Chilli Cheese Fries, Tea","Fast Food, Beverages",450,Delivery,Brigade Road
ZOROY Luxury Chocolate,Yes,No,4.0/5,68,"080 41126811
+91 8880066000",Church Street,Dessert Parlor,Hot Chocolate,Desserts,250,Delivery,Brigade Road
Kanteen 038,Yes,No,3.9/5,51,"080 43750122
+91 9980878229",Indiranagar,Quick Bites,"Chai, Maggi, English Breakfast","Tea, Beverages, Fast Food",200,Delivery,Brigade Road
Donne Biriyani Mane,Yes,No,3.5/5,62,"+91 9343507688
+91 9738905017",Church Street,Quick Bites,"Donne Biryani, Mutton Biryani","Biryani, Kebab",400,Delivery,Brigade Road
A2B - Adyar Ananda Bhavan,Yes,No,3.9/5,184,"18001036363
080 22112199",Shanti Nagar,Casual Dining,"Coffee, Roti, Pongal, Idli, Ghee Masala Dosa, Thali, Chaat","South Indian, Fast Food, Street Food",400,Delivery,Brigade Road
Le Rock,Yes,No,4.0/5,1203,"+91 9900025048
080 41231001",Brigade Road,"Bar, Quick Bites","Cocktails, Pizza, Murgh Platter, Draught Beer, Chicken Wings, Veg Platter, Fries","Continental, Chinese","2,000",Delivery,Brigade Road
Hotel Chandrika,Yes,No,3.8/5,208,"080 41213522
+91 8197836053",Cunningham Road,Casual Dining,"Thali, Filter Coffee, Vada, Rava Idli, Masala Dosa, Stuffed Kulcha, Naan","South Indian, North Indian, Chinese, Street Food",400,Delivery,Brigade Road
Gowdru Hotel,Yes,No,3.9/5,200,"+91 9740207244
+91 9448233814",Indiranagar,Quick Bites,"Mutton Chops, Mutton Fry, Brain Fry, Mutton Masala, Mutton Curry, Donne Biryani, Chicken Curry","South Indian, Biryani",400,Delivery,Brigade Road
